file,PRODUCT_ID,alt_spice,alt_label,cenlat_spice,cenlat_label,cenlon_spice,cenlon_label,em_spice,em_label,in_spice,in_label,range_km,c1_lat,c1_lon,c2_lat,c2_lon,c3_lat,c3_lon,c4_lat,c4_lon,cenlat_mid,cenlon_mid,em_mid
n04_15km/n04a.map,JIR_IMG_RDR_2017033T120426_V02,74193.41014584061,74194.1,82.85476919504225,82.8592,291.71898691538934,291.716,7.441898985710497,7.429,94.61859960945496,94.6179,74511.66590045077,83.32142384129547,320.1715247044519,81.47751234289558,315.08337272295114,80.97991653015534,270.96093379863015,82.7002944554058,264.2876222840678,80.19645035058399,120.75923603174206,22.129372905336535
n04_15km/n04b.map,JIR_IMG_RDR_2017033T120457_V02,73325.60645059498,73326.1,84.50631711439175,84.5101,289.83120648634645,289.827,5.261350493539033,5.2495,94.27662151470399,94.276,73483.70815653604,84.81586745146178,326.59050460321384,83.07352593305893,318.7081488701128,82.48069337957487,265.37551827486266,84.04964345063075,255.7653740327721,78.59670406392017,119.90407424169499,24.266730070777918
n04_15km/n04c.map,JIR_IMG_RDR_2017033T120527_V02,72457.84784347641,72458.2,86.12569009030217,86.1289,286.6569528773812,286.649,3.1047397780941774,3.0935,93.93766265452797,93.9371,72512.60211538665,86.16402719366171,337.9207771843747,84.59201056371074,324.532260222142,83.86365969962858,257.406132216351,85.19334567008029,243.08285689230252,76.98732792828092,119.18019220469387,26.415432758935143
n04_15km/n04d.map,JIR_IMG_RDR_2017033T120558_V02,71590.16591604873,71590.4,87.70018378461269,87.7029,279.5894683320072,279.569,0.9708265236465854,0.96019,93.6014191001134,93.6009,71595.51374457529,87.19075722278598,359.2216367664451,85.98058311266337,334.7068627428577,85.05858135317452,245.54998291218436,85.98165190506244,224.49646809708287,75.36560921483004,118.54468817303896,28.578632120083896
n04_15km/n04e.map,JIR_IMG_RDR_2017033T120628_V02,70722.59340747274,70722.7,89.10719282446153,89.1087,248.98629557261347,248.884,1.1526628737515874,1.1624,93.2675302239236,93.2671,70729.98091834153,87.50812449164297,33.045220685533025,87.0926266714637,353.94873213410256,85.92837735548513,227.89987622185805,86.21320272036368,200.9917008304243,73.72783922122781,117.97195832677548,30.760768781941298
n04_15km/n04f.map,JIR_IMG_RDR_2017033T120659_V02,69855.22107456614,69855.3,88.85811901945377,88.8567,150.05361094916898,150.004,3.2081963400728464,3.2174,92.94080040627715,92.9404,69912.33545386966,86.93217494568228,62.76756907516738,87.56521622783082,26.16041261554761,86.2685513934063,205.013146505833,85.82590383228849,179.0067994949715,72.10278388975873,117.4479309922322,32.91280565298479
n04_15km/n04g.map,JIR_IMG_RDR_2017033T120730_V02,68987.99885256271,68988.0,87.4291674493934,87.428,129.6973168398338,129.69,5.274128540758424,5.2826,92.61304539631372,92.6127,69141.57438693597,85.83021936924959,79.82261939843039,87.12091708381016,58.621272035495124,85.97999576069927,181.8930654614287,84.9715927264565,162.57355274188916,70.43974069878034,116.95508863548773,35.11615632638314
n04_15km/n04h.map,JIR_IMG_RDR_2017033T120800_V02,68120.99163118748,68121.0,85.92513436891124,85.9244,123.92187202807656,123.92,7.329696689075634,7.3374,92.28667540782799,92.2864,68415.99366705053,84.52081590562584,89.04145614280904,86.07228854591453,77.7055962322007,85.18522276546351,164.27953620435036,83.85075406807645,151.4937291584439,68.74910825750464,116.48868839498427,37.35100143427392
n04_15km/n04i.map,JIR_IMG_RDR_2017033T120831_V02,67254.35074193079,67254.4,84.4637025534811,84.4634,121.1753780879757,121.175,9.286474592164192,9.2935,91.97175365934756,91.9715,67725.26836426937,83.17387585111122,94.30553165218633,84.82606163146677,87.60846308580605,84.13356314182451,152.68785187870378,82.63200352341525,144.14431068852022,67.09509679027862,116.04792486901574,39.512417311546265
n04_15km/n04j.map,JIR_IMG_RDR_2017033T120901_V02,66387.88827006899,66388.0,82.95707192453048,82.9571,119.41811461031888,119.418,11.326963147568412,11.3336,91.64717858557482,91.6469,67084.69409637865,81.74320724877076,97.77245968797544,83.44403275559601,93.52559681565222,82.89199394419995,144.58903288605097,81.29521823052845,138.7475201335697,65.3349090712583,115.61758077620055,41.82555089131237
n04_15km/n04k.map,JIR_IMG_RDR_2017033T120932_V02,65521.815143119544,65522.0,81.47959875221245,81.4801,118.18706464971075,118.187,13.317340382430372,13.3233,91.32826115943796,91.3281,66479.87090271933,80.31680698137889,100.06121249620267,82.04326502241337,97.16095096782787,81.58834655529222,138.9830674345876,79.93643773384503,134.79824109112337,63.56555172035886,115.20249840447998,44.13238773253839
n04_15km/n04l.map,JIR_IMG_RDR_2017033T121002_V02,64656.088379778936,64656.4,79.99473965396602,79.9958,117.22470558058478,117.225,15.326754553254458,15.3318,91.00678880170759,91.0067,65918.47030691229,78.86765422195084,101.67460795170098,80.61135746432667,99.59731956745476,80.22760058509408,134.82385157976793,78.53892441243705,131.72120899839754,61.724535533814674,114.796213966594,46.526661248393694
